Unique Name,MergeType,Service / Program,Provider,Locations Link,loc-rids,Provider Name,Provider id,Parent Org,Parent Org Name,Parent Org id,Print Provider,OLD - Service Type,OLD - Condensed Type (MAP),Status,OLD - Tags,OLD - Quick Filter,Details,Service Times,Online Only Check,Appt Only Check,Eligibility,Lang Support,Languages,OLD - Service Cost,Cost Type,Set Cost,Sliding Scale - Low,Sliding Scale - High,Max Income Eligibility,Cost Details,Service Area,OLD - Attachments,Display Website,Website (Service),Website (Provider),Apply Online Link,Schedule Appt Link,URL-Phone,Display Phone,Phone (Service),Phone (Provider),Display Appt Only Phone,Appt Only Phone,Display Email,Email (Service),Email (Provider),Appt Only Email,Email (Web Form),Address: Line 1,Address: Line 2,Address: City,Address: State,Address: Zipcode,Address: Latitude,Address: Longitude,Display Address,Display URL-Address,Service URL-Address,Provider URL-Address,Address: Combo,Address: MAP,Address: Combo (Provider),Address: MAP (Provider),Print Contact Info,Print Lang Info,Same as Provider,Update Check (Disp),Update Check,Next Update Date,Last Updated,Last Updated By,Date Added,Created By,Short Details,AutoUpdateFIll,id,id-text,TrueCheckbox,Location ids,loc-ids-text,Multi-Loc Check,Service Type-NEW,Quick Filter-NEW,Service Type id,Service Groups,Service Group Types,Service Group ids,Tags-NEW,Tag Groups,Tag ids,Documents,Docx ids,Notes & Alerts,N&A ids,Form Submissions,Favorites Link,Favorites user ids,Events Link,Event ids,Contacts Link,Contact ids,Record_ID,Softr_Item_Page,Provider Locations,Pathways Link
AICC Food Distribution Center - American Indian Community Center - 9,NEW,AICC Food Distribution Center,American Indian Community Center_3,"""1025 W Indiana Ave, Spokane, WA 99205""",recXCs1aoS39EY7oj,American Indian Community Center,3,,,,American Indian Community Center,,,Active,,,2nd Harvest Food Bank provides food every week. We serve all persons in the Spokane areas well as American Indian Families.,"Weekdays, 9 AM - 4:30 PM",,,NONE,,,,,,,,,,,,https://aiccinc.org/what-we-do/,https://aiccinc.org/what-we-do/,https://aiccinc.org/,,,tel://5095350886,(509) 535-0886,(509) 535-0886,(509) 535-0886,,,,,,,,,,,,,,,"1025 W Indiana Ave, Spokane, WA 99205",https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,,"1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","(509) 535-0886 | 1025 W Indiana Ave, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:42am,1/7/2025 5:42pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,2nd Harvest Food Bank provides food...,,9,9,Yes,5,5,Single,Food Distribution Center,Food,4,Anyone In Need,General,1,"Free,Food","Financial, Basic Needs","72, 11",,,,,,,,,,,,recjKlIi7egiUF2jL,https://resourcecenter.softr.app/service-details?recordId=recjKlIi7egiUF2jL,"""1025 W Indiana Ave, Spokane, WA 99205""",
Computer Access - American Indian Community Center - 10,NEW,Computer Access,American Indian Community Center_3,"""1025 W Indiana Ave, Spokane, WA 99205""",recXCs1aoS39EY7oj,American Indian Community Center,3,,,,American Indian Community Center,,,Active,,,"Computer access available for online job search, resume preparation and job-related printing available with permission from front desk receptionist. Time limit is requested to show courtesy of sharing equally of computer use for all clients.",Call during standard business hours.,,,NONE,,,,,,,,,,,,https://aiccinc.org/what-we-do/,https://aiccinc.org/what-we-do/,https://aiccinc.org/,,,tel://5095350886,(509) 535-0886,(509) 535-0886,(509) 535-0886,,,,,,,,,,,,,,,"1025 W Indiana Ave, Spokane, WA 99205",https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,,"1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","(509) 535-0886 | 1025 W Indiana Ave, Spokane, WA 99205",No listed language support,0,88 Days since last Update,Up to Date,5/5/2025 7:38pm,2/4/2025 11:38am,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,Computer access available for onlin...,,10,10,Yes,5,5,Single,Technology Assistance,Financial,14,Anyone In Need,General,1,"Free,Computer,Computer Lab","Financial, Education","72, 75, 83",,,,,,,,,,,,receJEqEw7szDYnyF,https://resourcecenter.softr.app/service-details?recordId=receJEqEw7szDYnyF,"""1025 W Indiana Ave, Spokane, WA 99205""",
Family Services - Crisis Intervention - American Indian Community Center - 11,NEW,Family Services - Crisis Intervention,American Indian Community Center_3,"""1025 W Indiana Ave, Spokane, WA 99205""",recXCs1aoS39EY7oj,American Indian Community Center,3,,,,American Indian Community Center,,,Active,,,We offer crisis intervention and case management for elders and families. An extensive information of local network resources for referral used to assist those in need of comprehensive services to help clients with basic needs. This service is solely supported by community donations.,Call during standard business hours.,,,NONE,,,,,,,,,,,,https://aiccinc.org/what-we-do/,https://aiccinc.org/what-we-do/,https://aiccinc.org/,,,tel://5095350886,(509) 535-0886,(509) 535-0886,(509) 535-0886,,,,,,,,,,,,,,,"1025 W Indiana Ave, Spokane, WA 99205",https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,,"1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","(509) 535-0886 | 1025 W Indiana Ave, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:42am,1/7/2025 5:42pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,We offer crisis intervention and ca...,,11,11,Yes,5,5,Single,Case Management,Medical,27,Anyone In Need,General,1,Free,Financial,72,,,,,,,,,,,,recfQ348uIf9PxY07,https://resourcecenter.softr.app/service-details?recordId=recfQ348uIf9PxY07,"""1025 W Indiana Ave, Spokane, WA 99205""",
Mental Health and Substance Use Disorder Treatment - American Indian Community Center - 281,NEW,Mental Health and Substance Use Disorder Treatment,American Indian Community Center_3,"""1025 W Indiana Ave, Spokane, WA 99205""",recXCs1aoS39EY7oj,American Indian Community Center,3,,,,American Indian Community Center,,,Active,,,"Goodheart Behavioral Health provides Adult Intensive Outpatient substance use disorder treatment. Substance Abuse assessments (18 years and older) can enroll into Outpatient Treatment (OP). ASAM Criteria Level 1, sessions two hours per week and (IOP) ASAM Criteria Level 2.1 with sessions six hours per week. Referral assistance with admission into other facilities for Inpatient Treatment, work with Court ordered deferred prosecutions. Aftercare/ Relapse Prevention Program is available for adults who have completed Inpatient, Outpatient, and Intensive Outpatient programs needing continued care and support.

Outpatient services will use a person-centered, holistic model of care to assist individuals 18 and older who are experiencing mental health issues. Assessment of individual Mental, Emotional, Physical and Social needs and treatment planning in individual or group therapy session. Psychiatric medication management pending program approval. All Goodheart Behavioral Health/Mental Health services and treatment levels utilize culturally appropriate assessments, group and individual therapy sessions, and Native focused psycho education classes. Most insurances are accepted or sliding fee scale of payment.",Call during standard business hours.,,,Call for information. ,,,,,,,,,,,,https://aiccinc.org/,,https://aiccinc.org/,,,tel://5095350886,(509) 535-0886,,(509) 535-0886,,,,,,,,,,,,,,,"1025 W Indiana Ave, Spokane, WA 99205",https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,,"1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","(509) 535-0886 | 1025 W Indiana Ave, Spokane, WA 99205",No listed language support,0,88 Days since last Update,Up to Date,5/5/2025 7:17pm,2/4/2025 11:17am,Gerrit Van Zwol,1/7/2025,Gerrit Van Zwol,Goodheart Behavioral Health provide...,,281,281,Yes,5,5,Single,Recovery Assistance,Wellness,33,"Legal Teens: 18 - 19 Years,Young Adults: 20 - 30 Years,Adults: 31 - 54 Years,Seniors: 55 Years+",Age Group,"11, 12, 13, 14",Mental-Health,Mental-Health,89,,,,,,,,,,,,recJ2PxG5OL5gboyg,https://resourcecenter.softr.app/service-details?recordId=recJ2PxG5OL5gboyg,"""1025 W Indiana Ave, Spokane, WA 99205""",
Senior Lunches - American Indian Community Center - 12,NEW,Senior Lunches,American Indian Community Center_3,"""1025 W Indiana Ave, Spokane, WA 99205""",recXCs1aoS39EY7oj,American Indian Community Center,3,,,,American Indian Community Center,,,Active,,,Meals on Wheels serves senior lunches on Tuesdays and Thursdays at 11 AM,"Tuesdays / Thursdays, 11 AM",,,NONE,,,,,,,,,,,,https://aiccinc.org/what-we-do/,https://aiccinc.org/what-we-do/,https://aiccinc.org/,,,tel://5095350886,(509) 535-0886,(509) 535-0886,(509) 535-0886,,,,,,,,,,,,,,,"1025 W Indiana Ave, Spokane, WA 99205",https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,,"1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","(509) 535-0886 | 1025 W Indiana Ave, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:42am,1/7/2025 5:42pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,Meals on Wheels serves senior lunch...,,12,12,Yes,5,5,Single,Food Assistance,Food,5,Seniors: 55 Years+,Age Group,14,"Free,Food","Financial, Basic Needs","72, 11",,,,,,,,,,,,recQTbXtkjXLv35f2,https://resourcecenter.softr.app/service-details?recordId=recQTbXtkjXLv35f2,"""1025 W Indiana Ave, Spokane, WA 99205""",
Working Families Tax Credit Outreach Program - American Indian Community Center - 13,NEW,Working Families Tax Credit Outreach Program,American Indian Community Center_3,"""1025 W Indiana Ave, Spokane, WA 99205""",recXCs1aoS39EY7oj,American Indian Community Center,3,,,,American Indian Community Center,,,Active,,,"To see if you qualify, go to Washington State Department of Revenue website. For additional information contact us at the AICC.     ",Call during standard business hours.,,,NONE,,,,,,,,,,,,https://workingfamiliescredit.wa.gov/,https://workingfamiliescredit.wa.gov/,https://aiccinc.org/,,,tel://5095350886,(509) 535-0886,(509) 535-0886,(509) 535-0886,,,,,,,,,,,,,,,"1025 W Indiana Ave, Spokane, WA 99205",https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/1025%20W%20Indiana%20Ave%2C%20Spokane%2C%20WA%2099205,,"1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","1025 W Indiana Ave, Spokane, WA 99205","(509) 535-0886 | 1025 W Indiana Ave, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:42am,1/7/2025 5:42pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,"To see if you qualify, go to Washin...",,13,13,Yes,5,5,Single,Financial Assistance,Financial,13,,,,Gov Program,Gov Programs,93,,,,,,,,,,,,recNUdxv4q0hqYYxW,https://resourcecenter.softr.app/service-details?recordId=recNUdxv4q0hqYYxW,"""1025 W Indiana Ave, Spokane, WA 99205""",
Operation Sight - American Society of Cataract and Refractive Surgery (ASCRS) - 14,NEW,Operation Sight,American Society of Cataract and Refractive Surgery (ASCRS)_4,"""402 N Perry St, Spokane, WA 99202""",recbB6sJsoxfaNSBg,American Society of Cataract and Refractive Surgery (ASCRS),4,,,,American Society of Cataract and Refractive Surgery (ASCRS),,,Active,,,"Operation Sight provides free cataract surgery to people who are uninsured or underinsured and would otherwise not be able to afford or access care. Their U.S.-based, charitable cataract surgery program screens patients for eligibility and then works to match approved patients with a volunteer surgeon, who is able to provide charitable cataract surgery at no cost to the patient.

This program provides:

- Cataract surgery

This program is offered within the U.S., and patients are responsible for their own transportation to and from appointments and surgery. Acceptance to Operation Sight does not guarantee surgery, and there is no set timeframe for when an approved applicant will receive surgery.

After submitting a patient inquiry form on the website, an Operation Sight staff member will respond via email within 5-7 business days. Those who meet all requirements will be asked to complete a more detailed application and provide additional documentation. Applicants will be contacted within 14 business days after their complete application has been submitted and reviewed. If approved, the patient will be matched to an Operation Sight volunteer in their area.",Apply online,,,"'- This program helps people with income at or below 200% of federal poverty guidelines.
- Must be uninsured or underinsured when insurance does not cover cataract surgery. Patients who receive Medicare Part B are ineligible. The program does not pay or assist with copays.
- Must have a formal cataract diagnosis where cataract surgery has been deemed medically necessary.
- Must be permanently residing in the United States. Applicants who are temporarily visiting do not qualify for the program.

Required Documentation:
Proof of Income: One of the following: If employed - W-2, monthly paystub, annual tax return, If unemployed - copy of financial award letters from disability, social security, food stamps, retirement fund or pension, alimony, or unemployment offices
Household Member 
Documents: If unemployed and living with friends or family: Proof of household income | Letter from family confirming they are financially supporting the applicant
Other Documents: Cataract diagnosis (within past 24 months).",,,,,,,,,,Continental US,,https://ascrs.org/foundation/operation-sight,https://ascrs.org/foundation/operation-sight,https://ascrs.org/,,,tel://7035912220,(703) 591-2220,(703) 591-2220,(703) 591-2220,,,ascrs@ascrs.org,ascrs@ascrs.org,ascrs@ascrs.org,,,,,,,,,,"12587 Fair Lakes Circle. Suite 348, Fairfax, VA 22033",https://www.google.com/maps/search/402%20N%20Perry%20St%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/402%20N%20Perry%20St%2C%20Spokane%2C%20WA%2099202,https://www.google.com/maps/search/402%20N%20Perry%20St%2C%20Spokane%2C%20WA%2099202,,"12587 Fair Lakes Circle, Fairfax, VA 22033","12587 Fair Lakes Circle. Suite 348, Fairfax, VA 22033","12587 Fair Lakes Circle, Fairfax, VA 22033","(703) 591-2220 | ascrs@ascrs.org | 12587 Fair Lakes Circle. Suite 348, Fairfax, VA 22033",No listed language support,0,Please Update,Needs Update,4/8/2025 1:42am,1/7/2025 5:42pm,Gerrit Van Zwol,4/23/2024,Gerrit Van Zwol,Operation Sight provides free catar...,,14,14,Yes,6,6,Single,Optometry Services,Medical,24,,,,"Medical,Vision,Free","Medical, Financial","41, 54, 72",,,,,,,,,,,,recRbJWZ4Pq2L0rzA,https://resourcecenter.softr.app/service-details?recordId=recRbJWZ4Pq2L0rzA,"""402 N Perry St, Spokane, WA 99202""",
Audubon Park Food Bank - Audubon Park United Methodist Church - 15,NEW,Audubon Park Food Bank,Audubon Park United Methodist Church_5,"""3908 N. Driscoll Blvd, Spokane, WA 99205""",recK2AYUdxldIah6e,Audubon Park United Methodist Church,5,,,,Audubon Park United Methodist Church,,,Active,,,Each month hundreds of pounds of food are donated and distributed through the Audubon Park Food Bank. The Food Bank works with Second Harvest to provide healthy food to those in our service area. ,"2nd & 4th Tuesdays of the month, 8:30 AM - 11:30 AM",,,Call for information.,,,,FREE,,,,,,,,http://audubonparkumc.org/serve/food-ministry-bare-necessities,http://audubonparkumc.org/serve/food-ministry-bare-necessities,http://audubonparkumc.org/,,,tel://5093254541,(509) 325-4541,(509) 325-4541,(509) -32-5-45,,,office@audubonparkumc.org,office@audubonparkumc.org,office@audubonparkumc.org,,,,,,,,,,"3908 N Driscoll Blvd, Spokane, WA 99205",https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,,"3908 N Driscoll Blvd, Spokane, WA 99205","3908 N Driscoll Blvd, Spokane, WA 99205","3908 N Driscoll Blvd, Spokane, WA 99205","(509) 325-4541 | office@audubonparkumc.org | 3908 N Driscoll Blvd, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:43am,1/7/2025 5:43pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,Each month hundreds of pounds of fo...,,15,15,Yes,7,7,Single,Food Distribution Center,Food,4,Anyone In Need,General,1,"Food,Free","Basic Needs, Financial","11, 72",,,,,,,,,,,,recGWUJAkgoyFfMfa,https://resourcecenter.softr.app/service-details?recordId=recGWUJAkgoyFfMfa,"""3908 N. Driscoll Blvd, Spokane, WA 99205""",
Bare Necessities - Audubon Park United Methodist Church - 16,NEW,Bare Necessities,Audubon Park United Methodist Church_5,"""3908 N. Driscoll Blvd, Spokane, WA 99205""",recK2AYUdxldIah6e,Audubon Park United Methodist Church,5,,,,Audubon Park United Methodist Church,,,Active,,,"Our Bare Necessities ""Non-Food Pantry"" offers the basics for household and personal hygiene for free! The mission of the Bare Necessities pantry is to support Audubon Park Food Bank clients or anyone else in need by offering personal hygiene and household cleaning products - because every person has the right to feel clean.","2nd & 4th Tuesdays of the month, 8:30 AM - 11:30 AM",,,NONE,,,,FREE,,,,,,,,http://audubonparkumc.org/serve/food-ministry-bare-necessities,http://audubonparkumc.org/serve/food-ministry-bare-necessities,http://audubonparkumc.org/,,,tel://5093254541,(509) 325-4541,(509) 325-4541,(509) -32-5-45,,,office@audubonparkumc.org,office@audubonparkumc.org,office@audubonparkumc.org,,,,,,,,,,"3908 N Driscoll Blvd, Spokane, WA 99205",https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,,"3908 N Driscoll Blvd, Spokane, WA 99205","3908 N Driscoll Blvd, Spokane, WA 99205","3908 N Driscoll Blvd, Spokane, WA 99205","(509) 325-4541 | office@audubonparkumc.org | 3908 N Driscoll Blvd, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:44am,1/7/2025 5:44pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,"Our Bare Necessities ""Non-Food Pant...",,16,16,Yes,7,7,Single,Hygiene Assistance,Wellness,8,Anyone In Need,General,1,"Cleaning Supplies,Hygiene,Free","Basic Needs, Financial","16, 14, 72",,,,,,,,,,,,recG7IS4DTvumUqcw,https://resourcecenter.softr.app/service-details?recordId=recG7IS4DTvumUqcw,"""3908 N. Driscoll Blvd, Spokane, WA 99205""",
Tuesday Morning Breakfast - Audubon Park United Methodist Church - 17,NEW,Tuesday Morning Breakfast,Audubon Park United Methodist Church_5,"""3908 N. Driscoll Blvd, Spokane, WA 99205""",recK2AYUdxldIah6e,Audubon Park United Methodist Church,5,,,,Audubon Park United Methodist Church,,,Active,,,"What began as an offer of a hot cup of coffee and a dry, warm place to wait for the food bank has transformed into a hot breakfast, produce and baked goods program. Each week truckloads of groceries are collected, weighed, sorted and handed out to those in need. Open to all, the mission of this ministry is to treat everyone with respect and dignity. Volunteers provide a friendly atmosphere where all are welcomed. They work diligently to feed the guests body and soul.","2nd & 4th Tuesdays of the month, 8:30 AM - 11:30 AM",,,NONE,,,,FREE,,,,,,,,http://audubonparkumc.org/serve/food-ministry-bare-necessities,http://audubonparkumc.org/serve/food-ministry-bare-necessities,http://audubonparkumc.org/,,,tel://5093254541,(509) 325-4541,(509) 325-4541,(509) -32-5-45,,,office@audubonparkumc.org,office@audubonparkumc.org,office@audubonparkumc.org,,,,,,,,,,"3908 N Driscoll Blvd, Spokane, WA 99205",https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,https://www.google.com/maps/search/3908%20N.%20Driscoll%20Blvd%2C%20Spokane%2C%20WA%2099205,,"3908 N Driscoll Blvd, Spokane, WA 99205","3908 N Driscoll Blvd, Spokane, WA 99205","3908 N Driscoll Blvd, Spokane, WA 99205","(509) 325-4541 | office@audubonparkumc.org | 3908 N Driscoll Blvd, Spokane, WA 99205",No listed language support,0,Please Update,Needs Update,4/8/2025 1:44am,1/7/2025 5:44pm,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,What began as an offer of a hot cup...,,17,17,Yes,7,7,Single,Free Meals,Food,6,Anyone In Need,General,1,"Groceries,Meals,Community,Free","Basic Needs, Community & Recreation, Financial","13, 12, 8, 72",,,,,,,,,,,,recPpimP5ZOwTTl4x,https://resourcecenter.softr.app/service-details?recordId=recPpimP5ZOwTTl4x,"""3908 N. Driscoll Blvd, Spokane, WA 99205""",
BLC Dental Clinic - Renew Spokane - 18,NEW,BLC Dental Clinic,Better Living Center_6,"""25 E North Foothills Dr, Spokane, WA 99207""",rec3lHiMHFo7aKXOQ,Better Living Center,6,Renew Spokane_44,Renew Spokane,44,Renew Spokane,,,Temporary Closure,,,The Dental Clinic is a nonprofit ministry that serves the community of Spokane and surrounding communities.,We have a target date to reopen on October 7.,,,UNKNOWN,,,,,,,,,,,,https://www.renewspokane.org/dental-clinic/,https://www.renewspokane.org/dental-clinic/,https://www.renewspokane.org/better-living-center,,,tel://5097204936,(509) 720-4936,(509) 720-4936,(509) 325-1258,,,,,,,https://www.renewspokane.org/contact,,,,,,,,"25 E North Foothills Dr, Spokane, WA 99207",https://www.google.com/maps/search/25%20E%20North%20Foothills%20Dr%2C%20Spokane%2C%20WA%2099207,https://www.google.com/maps/search/25%20E%20North%20Foothills%20Dr%2C%20Spokane%2C%20WA%2099207,https://www.google.com/maps/search/25%20E%20North%20Foothills%20Dr%2C%20Spokane%2C%20WA%2099207,,"25 E North Foothills Dr, Spokane, WA 99207","25 E North Foothills Dr, Spokane, WA 99207","25 E North Foothills Dr, Spokane, WA 99207","(509) 720-4936 | 25 E North Foothills Dr, Spokane, WA 99207",No listed language support,0,88 Days since last Update,Up to Date,5/5/2025 7:38pm,2/4/2025 11:38am,Gerrit Van Zwol,4/15/2024,Gerrit Van Zwol,The Dental Clinic is a nonprofit mi...,,18,18,Yes,8,8,Single,Dental Services,Medical,25,,,,"Medical,Dental,Free,Clinic","Medical, Financial","41, 53, 72, 57",,,,,,,,,,,,reczGVFag6rjDuwiH,https://resourcecenter.softr.app/service-details?recordId=reczGVFag6rjDuwiH,"""25 E North Foothills Dr, Spokane, WA 99207""",
