full_address,street,unit,city,state,zipcode,short_address,URL-Address,Manual Entry,latitude,longitude,id,Orgs Link,Org Names,Org ids,Org Item Pages,Services Link,Service Names,Service ids,Service Item Pages,Last Updated,Last Updated By,Created By,Created Date,Events Link,Event ids,html
"1805 E Trent Ave, Spokane, WA 99202",1805 E Trent Ave,,Spokane,WA,99202,"1805 E Trent Ave, Spokane, WA 99202",https://www.google.com/maps/search/1805%20E%20Trent%20Ave%2C%20Spokane%2C%20WA%2099202,,47.66199324,-117.38409890,40,Habitat for Humanity_82,Habitat for Humanity,82,https://resourcecenter.softr.app/organization-details?recordId=recjFF3rKEih0vrjQ,"Homeownership Program - Habitat for Humanity - 204,The Habitat Store - Habitat for Humanity - 205","Homeownership Program, The Habitat Store","204, 205","https://resourcecenter.softr.app/service-details?recordId=recJ9zJcW1HouJyxP, https://resourcecenter.softr.app/service-details?recordId=recnwNRPc7qN6wGpO",1/7/2025 6:01pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1805 E Trent Ave, Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recjFF3rKEih0vrjQ><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recJ9zJcW1HouJyxPhttps://resourcecenter.softr.app/service-details?recordId=recnwNRPc7qN6wGpO><span>Service Name</span></a></li></ul>"
"1807 N Washington St, Suite C101, Spokane, WA 99205",1807 N Washington St,Suite C101,Spokane,WA,99205,"1807 N Washington St, Spokane, WA 99205",https://www.google.com/maps/search/1807%20N%20Washington%20St%2C%20Spokane%2C%20WA%2099205,,47.67459474,-117.41747000,33,Family Registration and Orientation Center (FROC)_105,Family Registration and Orientation Center (FROC),105,https://resourcecenter.softr.app/organization-details?recordId=recW8EjGmZCYYny3x,Registration Assistance - Spokane Public Schools (SPS) - 253,Registration Assistance,253,https://resourcecenter.softr.app/service-details?recordId=recL5kmu9vxznWWXZ,1/7/2025 5:56pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1807 N Washington St, Suite C101, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recW8EjGmZCYYny3x><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recL5kmu9vxznWWXZ><span>Service Name</span></a></li></ul>"
"1810 N Greene St, Spokane, WA 99217",1810 N Greene St,,Spokane,WA,99217,"1810 N Greene St, Spokane, WA 99217",https://www.google.com/maps/search/1810%20N%20Greene%20St%2C%20Spokane%2C%20WA%2099217,,47.67460604,-117.36388700,78,Spokane Community College (SCC)_99,Spokane Community College (SCC),99,https://resourcecenter.softr.app/organization-details?recordId=rec8ngPxYFQGlusUn,Food & Resource Center - Spokane Community College (SCC) - 244,Food & Resource Center,244,https://resourcecenter.softr.app/service-details?recordId=reccneu6obnSOCvWk,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1810 N Greene St, Spokane, WA 99217</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec8ngPxYFQGlusUn><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=reccneu6obnSOCvWk><span>Service Name</span></a></li></ul>"
"1821 E Sprague Ave, Spokane, WA 99202",1821 E Sprague Ave,,Spokane,WA,99202,"1821 E Sprague Ave, Spokane, WA 99202",https://www.google.com/maps/search/1821%20E%20Sprague%20Ave%2C%20Spokane%2C%20WA%2099202,,47.65732651,-117.38381140,81,Spokane Hearing Oral Program of Excellence (HOPE)_58,Spokane Hearing Oral Program of Excellence (HOPE),58,https://resourcecenter.softr.app/organization-details?recordId=recyoBs35td7y2Ipv,"Birth-to-3 Program - Spokane Hearing Oral Program of Excellence (HOPE) - 154,Toddler Group - Spokane Hearing Oral Program of Excellence (HOPE) - 156,Preschool Program - Spokane Hearing Oral Program of Excellence (HOPE) - 155","Birth-to-3 Program, Toddler Group, Preschool Program","154, 156, 155","https://resourcecenter.softr.app/service-details?recordId=recuT7XQ47ilecZoj, https://resourcecenter.softr.app/service-details?recordId=receRoFEsjIbHa0WR, https://resourcecenter.softr.app/service-details?recordId=rec9yXjweVDbfiKnh",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1821 E Sprague Ave, Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recyoBs35td7y2Ipv><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recuT7XQ47ilecZojhttps://resourcecenter.softr.app/service-details?recordId=receRoFEsjIbHa0WRhttps://resourcecenter.softr.app/service-details?recordId=rec9yXjweVDbfiKnh><span>Service Name</span></a></li></ul>"
"1960 N Holy Names Ct, 3rd Floor, Spokane, WA 99224",1960 N Holy Names Ct,3rd Floor,Spokane,WA,99224,"1960 N Holy Names Ct, Spokane, WA 99224",https://www.google.com/maps/search/1960%20N%20Holy%20Names%20Ct%2C%20Spokane%2C%20WA%2099224,,47.67551941,-117.45341610,23,Community Behavioral Health Services_14,Community Behavioral Health Services,14,https://resourcecenter.softr.app/organization-details?recordId=recjjYLlfZC6DKrwc,"Rising Strong - Catholic Charities Eastern Washington - 39,Case Management - Catholic Charities Eastern Washington - 44,Family Therapy - Catholic Charities Eastern Washington - 45,Group Therapy - Catholic Charities Eastern Washington - 46,Individual Therapy - Catholic Charities Eastern Washington - 47,Peer Support - Catholic Charities Eastern Washington - 48","Rising Strong, Case Management, Family Therapy, Group Therapy, Individual Therapy, Peer Support","39, 44, 45, 46, 47, 48","https://resourcecenter.softr.app/service-details?recordId=rec3m3ubTWAwn1GRe, https://resourcecenter.softr.app/service-details?recordId=recqbJMVOJa4v289t, https://resourcecenter.softr.app/service-details?recordId=recKOLUw536G5Glu1, https://resourcecenter.softr.app/service-details?recordId=recF8A9vp7XsDhrTa, https://resourcecenter.softr.app/service-details?recordId=recv8aOZYBKng6jkt, https://resourcecenter.softr.app/service-details?recordId=recNpbswOFgMAd0WK",1/7/2025 5:48pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>1960 N Holy Names Ct, 3rd Floor, Spokane, WA 99224</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recjjYLlfZC6DKrwc><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=rec3m3ubTWAwn1GRehttps://resourcecenter.softr.app/service-details?recordId=recqbJMVOJa4v289thttps://resourcecenter.softr.app/service-details?recordId=recKOLUw536G5Glu1https://resourcecenter.softr.app/service-details?recordId=recF8A9vp7XsDhrTahttps://resourcecenter.softr.app/service-details?recordId=recv8aOZYBKng6jkthttps://resourcecenter.softr.app/service-details?recordId=recNpbswOFgMAd0WK><span>Service Name</span></a></li></ul>"
"2002 E Mission Ave, Spokane, WA 99202",2002 E Mission Ave,,Spokane,WA,99202,"2002 E Mission Ave, Spokane, WA 99202",https://www.google.com/maps/search/2002%20E%20Mission%20Ave%2C%20Spokane%2C%20WA%2099202,,47.67147530,-117.38085960,30,,,,,"Emergency Shelter - Family Promise of Spokane - 60,Landlord Engagement Program - Family Promise of Spokane - 61,Rental Assistance / Case Management - Family Promise of Spokane - 62","Emergency Shelter, Landlord Engagement Program, Rental Assistance / Case Management","60, 61, 62","https://resourcecenter.softr.app/service-details?recordId=recAGG9tWHvcS9pKb, https://resourcecenter.softr.app/service-details?recordId=reckn1ZHg3NvSEZoe, https://resourcecenter.softr.app/service-details?recordId=recAFgBN6JNCkHXOv",1/7/2025 5:53pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2002 E Mission Ave, Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recAGG9tWHvcS9pKbhttps://resourcecenter.softr.app/service-details?recordId=reckn1ZHg3NvSEZoehttps://resourcecenter.softr.app/service-details?recordId=recAFgBN6JNCkHXOv><span>Service Name</span></a></li></ul>"
"2002 E. Mission Ave, Spokane, WA 99202",2002 E. Mission Ave,,Spokane,WA,99202,"2002 E. Mission Ave, Spokane, WA 99202",https://www.google.com/maps/search/2002%20E.%20Mission%20Ave%2C%20Spokane%2C%20WA%2099202,,47.65719730,-117.37628230,31,Family Promise of Spokane_20,Family Promise of Spokane,20,https://resourcecenter.softr.app/organization-details?recordId=recZbD6K5x27Izq4r,Stabilization Program - Family Promise of Spokane - 283,Stabilization Program,283,https://resourcecenter.softr.app/service-details?recordId=recAqDWcZVIj2Beqk,2/4/2025 11:17am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2002 E. Mission Ave, Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recZbD6K5x27Izq4r><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recAqDWcZVIj2Beqk><span>Service Name</span></a></li></ul>"
"2011 W Garland Ave, Spokane, WA 99205",2011 W Garland Ave,,Spokane,WA,99205,"2011 W Garland Ave, Spokane, WA 99205",https://www.google.com/maps/search/2011%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,,47.69342900,-117.44063280,36,Garland Church_24,Garland Church,24,https://resourcecenter.softr.app/organization-details?recordId=rechAm95ua2lJWyvv,Garland Little Food Pantry - Garland Church - 74,Garland Little Food Pantry,74,https://resourcecenter.softr.app/service-details?recordId=recZ2zVShjhofs7hn,1/7/2025 5:56pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2011 W Garland Ave, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rechAm95ua2lJWyvv><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recZ2zVShjhofs7hn><span>Service Name</span></a></li></ul>"
"2107 W Garland Ave, Spokane, WA 99205",2107 W Garland Ave,,Spokane,WA,99205,"2107 W Garland Ave, Spokane, WA 99205",https://www.google.com/maps/search/2107%20W%20Garland%20Ave%2C%20Spokane%2C%20WA%2099205,,47.69343700,-117.44204120,37,,,,,The Garland House - Garland Church - 75,The Garland House,75,https://resourcecenter.softr.app/service-details?recordId=rectJ6aDvHIPCzyhK,1/7/2025 5:56pm,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2107 W Garland Ave, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=rectJ6aDvHIPCzyhK><span>Service Name</span></a></li></ul>"
"2121 E Wabash Ave, Spokane, WA 99217",2121 E Wabash Ave,,Spokane,WA,99217,"2121 E Wabash Ave, Spokane, WA 99217",https://www.google.com/maps/search/2121%20E%20Wabash%20Ave%2C%20Spokane%2C%20WA%2099217,,47.70246071,-117.37794550,107,,,,,Men of Compassion (MOC) - Women's Healing & Empowerment Network (WHEN) - 219,Men of Compassion (MOC),219,https://resourcecenter.softr.app/service-details?recordId=recZhiRyMNmVX3bZQ,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2121 E Wabash Ave, Spokane, WA 99217</h3><h4>Organizations</h4><ul><li><a href=><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recZhiRyMNmVX3bZQ><span>Service Name</span></a></li></ul>"
"2128 N Pines Rd, Suite 1, Spokane Valley, WA 99216",2128 N Pines Rd,Suite 1,Spokane Valley,WA,99216,"2128 N Pines Rd, Spokane Valley, WA 99216",https://www.google.com/maps/search/2128%20N%20Pines%20Rd%2C%20Spokane%20Valley%2C%20WA%2099216,,47.67629711,-117.23947750,80,Spokane Dream Center_57,Spokane Dream Center,57,https://resourcecenter.softr.app/organization-details?recordId=recoqSFnsN79G9YIq,Ministry Resource Center - Spokane Dream Center - 153,Ministry Resource Center,153,https://resourcecenter.softr.app/service-details?recordId=rec9KimfjCJu1kUI1,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2128 N Pines Rd, Suite 1, Spokane Valley, WA 99216</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recoqSFnsN79G9YIq><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=rec9KimfjCJu1kUI1><span>Service Name</span></a></li></ul>"
"2225 W Mallon Ave, Spokane, WA 99201",2225 W Mallon Ave,,Spokane,WA,99201,"2225 W Mallon Ave, Spokane, WA 99201",https://www.google.com/maps/search/2225%20W%20Mallon%20Ave%2C%20Spokane%2C%20WA%2099201,,47.66514896,-117.44480410,56,Off Broadway Lighthouse_39,Off Broadway Lighthouse,39,https://resourcecenter.softr.app/organization-details?recordId=recAc6HtnEsqjl8Co,"OBL Food Distribution Center - Off Broadway Lighthouse - 120,Monday Night Dinner - Off Broadway Lighthouse - 119","OBL Food Distribution Center, Monday Night Dinner","120, 119","https://resourcecenter.softr.app/service-details?recordId=recu6sMBgEE3cf43d, https://resourcecenter.softr.app/service-details?recordId=recCUsUXRUePkvT39",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2225 W Mallon Ave, Spokane, WA 99201</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recAc6HtnEsqjl8Co><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recu6sMBgEE3cf43dhttps://resourcecenter.softr.app/service-details?recordId=recCUsUXRUePkvT39><span>Service Name</span></a></li></ul>"
"2230 E Sprague Ave, Spokane, WA 99202",2230 E Sprague Ave,,Spokane,WA,99202,"2230 E Sprague Ave, Spokane, WA 99202",https://www.google.com/maps/search/2230%20E%20Sprague%20Ave%2C%20Spokane%2C%20WA%2099202,,47.65697325,-117.37732140,57,"Our Kids: Our Business (OK:OB)_40,Vanessa Behan_74","Our Kids: Our Business (OK:OB), Vanessa Behan","40, 74","https://resourcecenter.softr.app/organization-details?recordId=recNo1iLl7qLU4cIp, https://resourcecenter.softr.app/organization-details?recordId=recf3XUaQukDecIjc","Car Seats - Our Kids: Our Business (OK:OB) - 121,Parenting Classes - Vanessa Behan - 194,""Stay, Play & Learn - Vanessa Behan - 195"",Diaper & Formula Assistance - Vanessa Behan - 193","Car Seats, Parenting Classes, Stay, Play & Learn, Diaper & Formula Assistance","121, 194, 195, 193","https://resourcecenter.softr.app/service-details?recordId=recqH7Dlv8OlytD1W, https://resourcecenter.softr.app/service-details?recordId=recYDMhKpJwxlKpAf, https://resourcecenter.softr.app/service-details?recordId=recDKeQm7saeINDwj, https://resourcecenter.softr.app/service-details?recordId=rec80WLaHqym2dpFW",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2230 E Sprague Ave, Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recNo1iLl7qLU4cIphttps://resourcecenter.softr.app/organization-details?recordId=recf3XUaQukDecIjc><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recqH7Dlv8OlytD1Whttps://resourcecenter.softr.app/service-details?recordId=recYDMhKpJwxlKpAfhttps://resourcecenter.softr.app/service-details?recordId=recDKeQm7saeINDwjhttps://resourcecenter.softr.app/service-details?recordId=rec80WLaHqym2dpFW><span>Service Name</span></a></li></ul>"
"2492 Doswell Ave, St Paul, MN 55108",2492 Doswell Ave,,St Paul,MN,55108,"2492 Doswell Ave, St Paul, MN 55108",https://www.google.com/maps/search/2492%20Doswell%20Ave%2C%20St%20Paul%2C%20MN%2055108,,44.98111374,-93.20526229,60,PCs for People_43,PCs for People,43,https://resourcecenter.softr.app/organization-details?recordId=recTUZJfXK3iSG3wl,Affordable Computers - PCs for People - 132,Affordable Computers,132,https://resourcecenter.softr.app/service-details?recordId=reclEre7scq0HpNer,2/4/2025 11:21am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2492 Doswell Ave, St Paul, MN 55108</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recTUZJfXK3iSG3wl><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=reclEre7scq0HpNer><span>Service Name</span></a></li></ul>"
"2820 W Francis Ave, Spokane, WA 99205",2820 W Francis Ave,,Spokane,WA,99205,"2820 W Francis Ave, Spokane, WA 99205",https://www.google.com/maps/search/2820%20W%20Francis%20Ave%2C%20Spokane%2C%20WA%2099205,,47.71549963,-117.45196130,103,Westside Church of the Nazarene_76,Westside Church of the Nazarene,76,https://resourcecenter.softr.app/organization-details?recordId=reccolsyioCVHHKDc,"WCN Food Pantry - Westside Church of the Nazarene - 198,Clothing Outlet - Westside Church of the Nazarene - 197","WCN Food Pantry, Clothing Outlet","198, 197","https://resourcecenter.softr.app/service-details?recordId=recQNk5o5dXQx67jv, https://resourcecenter.softr.app/service-details?recordId=rechbYh5XpkCpb2PH",2/4/2025 11:26am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2820 W Francis Ave, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=reccolsyioCVHHKDc><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recQNk5o5dXQx67jvhttps://resourcecenter.softr.app/service-details?recordId=rechbYh5XpkCpb2PH><span>Service Name</span></a></li></ul>"
"2934 E 27th Ave, Spokane, WA 99223",2934 E 27th Ave,,Spokane,WA,99223,"2934 E 27th Ave, Spokane, WA 99223",https://www.google.com/maps/search/2934%20E%2027th%20Ave%2C%20Spokane%2C%20WA%2099223,,47.63011800,-117.36822370,74,Southside Christian Church_53,Southside Christian Church,53,https://resourcecenter.softr.app/organization-details?recordId=rec8JX1AihWE7iQUp,Food Distribution Center - Southside Christian Church - 148,Food Distribution Center,148,https://resourcecenter.softr.app/service-details?recordId=rec0YbAwLqkkRab2Q,2/4/2025 11:08am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>2934 E 27th Ave, Spokane, WA 99223</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=rec8JX1AihWE7iQUp><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=rec0YbAwLqkkRab2Q><span>Service Name</span></a></li></ul>"
"3004 E Queen Ave, Spokane, WA 99217",3004 E Queen Ave,,Spokane,WA,99217,"3004 E Queen Ave, Spokane, WA 99217",https://www.google.com/maps/search/3004%20E%20Queen%20Ave%2C%20Spokane%2C%20WA%2099217,,47.65642540,-117.42453250,10,"Big Table_7,Northeast Youth Center (NEYC)_107","Big Table, Northeast Youth Center (NEYC)","7, 107","https://resourcecenter.softr.app/organization-details?recordId=recfpsKhwECoYffCU, https://resourcecenter.softr.app/organization-details?recordId=recEK9oTEW9uv4JdG","FailSafe for Life - Big Table - 22,After School Camp - Northeast Youth Center (NEYC) - 285,Before School Camp - Northeast Youth Center (NEYC) - 284,Early Childhood Education and Assistance Program (ECEAP) - Northeast Youth Center (NEYC) - 287,Winter/Spring Break Camp - Northeast Youth Center (NEYC) - 286","FailSafe for Life, After School Camp, Before School Camp, Early Childhood Education and Assistance Program (ECEAP), Winter/Spring Break Camp","22, 285, 284, 287, 286","https://resourcecenter.softr.app/service-details?recordId=recXSgu7fPl7tml8Y, https://resourcecenter.softr.app/service-details?recordId=rec1f834HMttFoWCN, https://resourcecenter.softr.app/service-details?recordId=recTm8kF1A6aoXDWv, https://resourcecenter.softr.app/service-details?recordId=rechr5q7wSbhJ9HAe, https://resourcecenter.softr.app/service-details?recordId=recbyiQg8TEzaijYv",2/4/2025 11:16am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3004 E Queen Ave, Spokane, WA 99217</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recfpsKhwECoYffCUhttps://resourcecenter.softr.app/organization-details?recordId=recEK9oTEW9uv4JdG><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recXSgu7fPl7tml8Yhttps://resourcecenter.softr.app/service-details?recordId=rec1f834HMttFoWCNhttps://resourcecenter.softr.app/service-details?recordId=recTm8kF1A6aoXDWvhttps://resourcecenter.softr.app/service-details?recordId=rechr5q7wSbhJ9HAehttps://resourcecenter.softr.app/service-details?recordId=recbyiQg8TEzaijYv><span>Service Name</span></a></li></ul>"
"3102 W Whistalks Wy, Spokane, WA 99224",3102 W Whistalks Wy,,Spokane,WA,99224,"3102 W Whistalks Wy, Spokane, WA 99224",https://www.google.com/maps/search/3102%20W%20Whistalks%20Wy%2C%20Spokane%2C%20WA%2099224,checked,47.67918334,-117.45937836,115,Spokane Neighborhood Action Partners (SNAP)_59,Spokane Neighborhood Action Partners (SNAP),59,https://resourcecenter.softr.app/organization-details?recordId=recqZqXUr85IH1kJn,SNAP Resource Rides - Spokane Neighborhood Action Partners (SNAP) - 157,SNAP Resource Rides,157,https://resourcecenter.softr.app/service-details?recordId=recDl9H43WzBTnONB,12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3102 W Whistalks Wy, Spokane, WA 99224</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recqZqXUr85IH1kJn><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recDl9H43WzBTnONB><span>Service Name</span></a></li></ul>"
"3114 E 5th Ave, Spokane, WA 99202",3114 E 5th Ave,,Spokane,WA,99202,"3114 E 5th Ave, Spokane, WA 99202",https://www.google.com/maps/search/3114%20E%205th%20Ave%2C%20Spokane%2C%20WA%2099202,,47.65164600,-117.36549900,93,"The Carl Maxey Center_66,The Sandy Williams Justice Center_70","The Carl Maxey Center, The Sandy Williams Justice Center","66, 70","https://resourcecenter.softr.app/organization-details?recordId=recIODyYkQeoKjfT7, https://resourcecenter.softr.app/organization-details?recordId=recfdEFbetwOVvHzK","Rental & Utility Assistance Program - The Carl Maxey Center - 172,Student Tech Fund - The Carl Maxey Center - 173,Business Support - The Carl Maxey Center - 170,COVID-19 Services - The Carl Maxey Center - 171,Racial Justice Legal Clinics - The Sandy Williams Justice Center - 183,Free Community Drop-In Legal Clinics - The Sandy Williams Justice Center - 181,Legal Self-Help Center - The Sandy Williams Justice Center - 182","Rental & Utility Assistance Program, Student Tech Fund, Business Support, COVID-19 Services, Racial Justice Legal Clinics, Free Community Drop-In Legal Clinics, Legal Self-Help Center","172, 173, 170, 171, 183, 181, 182","https://resourcecenter.softr.app/service-details?recordId=recOFvSPvXtCWl6PW, https://resourcecenter.softr.app/service-details?recordId=rec1YJeJNhmHoFPCm, https://resourcecenter.softr.app/service-details?recordId=recI3EK3IIQUbKIF2, https://resourcecenter.softr.app/service-details?recordId=recXkEsphUm0s1Bay, https://resourcecenter.softr.app/service-details?recordId=recu0YvTZULkZ71k7, https://resourcecenter.softr.app/service-details?recordId=recQtkUqlijCf3Nxl, https://resourcecenter.softr.app/service-details?recordId=recD0xOXR3gZuYpmp",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3114 E 5th Ave, Spokane, WA 99202</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recIODyYkQeoKjfT7https://resourcecenter.softr.app/organization-details?recordId=recfdEFbetwOVvHzK><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recOFvSPvXtCWl6PWhttps://resourcecenter.softr.app/service-details?recordId=rec1YJeJNhmHoFPCmhttps://resourcecenter.softr.app/service-details?recordId=recI3EK3IIQUbKIF2https://resourcecenter.softr.app/service-details?recordId=recXkEsphUm0s1Bayhttps://resourcecenter.softr.app/service-details?recordId=recu0YvTZULkZ71k7https://resourcecenter.softr.app/service-details?recordId=recQtkUqlijCf3Nxlhttps://resourcecenter.softr.app/service-details?recordId=recD0xOXR3gZuYpmp><span>Service Name</span></a></li></ul>"
"3128 N Hemlock St, Spokane, WA 99205",3128 N Hemlock St,,Spokane,WA,99205,"3128 N Hemlock St, Spokane, WA 99205",https://www.google.com/maps/search/3128%20N%20Hemlock%20St%2C%20Spokane%2C%20WA%2099205,,47.68638758,-117.44448200,98,Transitions (Help4Women)_93,Transitions (Help4Women),93,https://resourcecenter.softr.app/organization-details?recordId=recSQILkGtFUCHlCN,"EduCare - Transitions (Help4Women) - 224,Home Yard Cottages - Transitions (Help4Women) - 225,Miryam's House - Transitions (Help4Women) - 226,New Leaf Café - Transitions (Help4Women) - 227,Transitional Living Center (TLC) - Transitions (Help4Women) - 228,Women's Hearth - Transitions (Help4Women) - 229","EduCare, Home Yard Cottages, Miryam's House, New Leaf Café, Transitional Living Center (TLC), Women's Hearth","224, 225, 226, 227, 228, 229","https://resourcecenter.softr.app/service-details?recordId=recSMBYsYWo46LSrV, https://resourcecenter.softr.app/service-details?recordId=recatB2ONYS3rsGM2, https://resourcecenter.softr.app/service-details?recordId=recZyVonYcoGUVwdu, https://resourcecenter.softr.app/service-details?recordId=rec8QVzj24Un0QBAO, https://resourcecenter.softr.app/service-details?recordId=rec0GKzi9ayuYBej9, https://resourcecenter.softr.app/service-details?recordId=recaPPW1WugHFAMBf",12/13/2024 9:31am,Gerrit Van Zwol,Gerrit Van Zwol,12/13/2024 9:23am,,,"<h3>3128 N Hemlock St, Spokane, WA 99205</h3><h4>Organizations</h4><ul><li><a href=https://resourcecenter.softr.app/organization-details?recordId=recSQILkGtFUCHlCN><span>Org Name</span></a></li></ul><h4>Services</h4><ul><li><a href=https://resourcecenter.softr.app/service-details?recordId=recSMBYsYWo46LSrVhttps://resourcecenter.softr.app/service-details?recordId=recatB2ONYS3rsGM2https://resourcecenter.softr.app/service-details?recordId=recZyVonYcoGUVwduhttps://resourcecenter.softr.app/service-details?recordId=rec8QVzj24Un0QBAOhttps://resourcecenter.softr.app/service-details?recordId=rec0GKzi9ayuYBej9https://resourcecenter.softr.app/service-details?recordId=recaPPW1WugHFAMBf><span>Service Name</span></a></li></ul>"
