id,name,org_id,location_id,satus,details,open_hours,is_online_only,is_application_only,eligibility,cost_id,contact_id,language_info,log_id,keyword_id
150,Lions Sight and Hearing Program,55,77,Active,The Spokane Central Lions Club services committee has been enabled to provide free eyeglasses and hearing aids to those who cannot afford to purchase them.,Call during standard business hours.,,,"Annual income of less than $18,000 for a single person household, or 133% of the Federal Poverty Level for all others. Required proof of income.
- For vision assistance, the applicant cannot have received services from Spokane Central
Lions for either sight or hearing within two years of application
- For hearing assistance, the applicant cannot have received any hearing services from
Spokane Central Lions (hearing assistance is a one-time only service)
- For hearing assistance, documentation of income is required (for example, income tax
form, copy of SSI benefit or bank statement)",186,297,No listed language support,297,186
244,Food & Resource Center,99,78,Active,"SCC operates a food pantry for currently enrolled students! Full and part time students, faculty, and staff may visit the Food Pantry and Resource Center up to three times per quarter. Items vary but usually include dry goods, canned goods, frozen ingredients, refrigerated staples, as well as hair and body care products.","DURING THE QUARTER
Tuesday, Wednesday, Thursday, 9 AM - 4 PM
Hours subject to change, contact the Student Leadership Center for more info.",,,"All currently enrolled students are eligible – visit the Food Pantry and Resource Center located down the hallway from the Student Leadership Center in Bldg 6, Room 102. All you need is your student ID! (Student ID cards can be obtained for free from Bigfoot Central in Bldg 15).",187,298,No listed language support,298,187
151,Online Lawyer Referral Service,56,79,Active,The SCBA Online Lawyer Referral Service refers potential clients to the panel members by providing the contact information for up to three panel attorneys when the request form has been completed and if an attorney is presently enrolled in the particular area of law requested.  It is up to the person requesting the referral to reach out to the panel attorneys to discuss potential advise/representation.,Apply online.,,,NONE,188,299,No listed language support,299,188
152,Volunteer Lawyers Program,56,79,Active,"The Volunteer Lawyers Program (VLP) is a legal assistance program of the Spokane County Bar Association. The VLP recruits volunteer attorneys to provide free legal advice in civil matters (non-criminal) to low-income individuals in Spokane County and four outlying counties, i.e. Pend Oreille, Ferry, Stevens and Lincoln. It is funded primarily by a grant from the Legal Foundation of Washington and contributions from local attorneys and annual fundraisers.

If you are in need of Family Law or limited assistance with Wills and Estates, or Bankruptcy Services call (509) 477-6123

If you are looking for information regarding upcoming Free Legal Aid Clinic’s call (509) 477-2674","Call for an appointment.
Available Weekdays, 8:30 AM - 12 PM & 1 PM - 4 PM",,,Must qualify as low income.,189,300,No listed language support,300,189
153,Ministry Resource Center,57,80,Active,"The resource center enables us to reach out into the community and help many needy people and families. We are currently feeding about 16,000 people per month, including five ministries in north Idaho, eight ministries in the Spokane area, and approximately twenty churches. Whether with prayer, fellowship, emergency food and/or clothing, ministry information or referral to other ministries or organizations, we always do our best to serve with joy.","Tuesdays - Wednesdays, 12:30 PM - 3 PM
Thursdays, 11:30 AM - 1 PM",,,NONE,190,301,No listed language support,301,190
154,Birth-to-3 Program,58,81,Active,"HOPE’s certified Teacher of the Deaf/Hard of Hearing serves children who are deaf or hard of hearing, ages birth to three, starting at the time of diagnosis.  Through in-home visits, parents are coached how to develop effective communication with their baby. HOPE honors and supports parents’ communication modality choice for their child. Sign language may be modeled during the first months of communication development. Parents who choose listening and spoken language are coached to increase their child’s awareness to sound, to attend to sounds in the environment, and to develop the early communication skills that will lay a foundation for speech and language during the critical brain development time.",Call during regular business hours,,,NONE,191,302,No listed language support,302,191
155,Preschool Program,58,81,Active,"Preschool students receive individualized and small group instruction from a certified Teacher of the Deaf/Hard of Hearing, LSL specialist, Speech-Language Pathologist and music educator.  The average ratio of 3:1 among students and adults in the classroom ensures an intimate, child-centered school experience where every child has the opportunity to hear and be heard.

Every moment is intentionally planned to build the auditory brain. Curriculum is aligned to Washington state kindergarten readiness standards and is designed to prepare children for successful transition to a general education kindergarten classroom. 

Normal hearing peers, who model age-appropriate speech and language for students with hearing loss, may also be enrolled in both the Preschool and the Toddler programs.  For information on registering a child for this program, please contact info@spokanehope.org.",Call during regular business hours,,,NONE,192,303,No listed language support,303,192
156,Toddler Group,58,81,Active,"Toddlers participate, along with a parent/caregiver, in structured play activities under the guidance of a certified Teacher of the Deaf/Hard of Hearing LSL specialist, a Speech Language Pathologist and music educator. HOPE’s Toddler Group is focused on nurturing caring and collaborative partnerships with parents that facilitate spoken language development. Activities are designed to promote listening and speaking strategies that can be carried over into the home and practiced through daily life activities.",Call during regular business hours,,,NONE,193,304,No listed language support,304,193
157,SNAP Resource Rides,59,115,Active,"SNAP Resource Rides can provide rides to clients who are pregnant or have recently had a baby and have limited or no access to transportation (included needs assessments as well as assistance with referrals and access to other resources in the community to meet the needs of these families). Can also provide rides to clients to a grocery store or food bank (Please reach out to Aimee Moses for more information on this: 509-319-3050 or moses@snapwa.org). Can also provide rides to Spokane County residents 65+ years of age and/or persons living with disabilities, who otherwise would not qualify or be able to utilize public transportation options, Riders are able to request rides for medical related transportation needs such as attending an appointment with a Primary Care Physician or picking up a prescription at their local pharmacy.",Call during standard business hours.,,,Service Dependant.,194,305,No listed language support,305,194
158,Utilities Assistance,59,83,Active,"Energy assistance comes in the form of a few different programs. Learn more about these programs below. Because different programs have different eligibility requirements, we encourage you to review which/if any programs you may qualify for to help maximize the help you may receive. Energy-Heating Assistance, Emergency Energy Assistance, Avista Emergency Assistance - LIRAP Share, Avista My Energy Discount WA, Avista Arrearage Management, Free Wood Program (In partnership with Airway Heights Correctional Center), U-HELP Water Assistance, Utility Bill Releif Fund (ARPA), Furnace Repair, Air Cooling - Purification.",Call during standard business hours.,,,Service Dependant.,195,306,No listed language support,306,195
159,HEART Program,60,84,Active,"Homeless Education And Resource Team (HEART): Spokane Public Schools' program for implementing the federal McKinney-Vento Education Assistance Act and the state Homeless Student Stability and Opportunity Grant Act.

The HEART program helps children and youth who lack a fixed, regular and adequate nighttime residence. This includes children and youth who are:
- Sharing the housing of others due to loss of housing, economic hardship or a similar reason
- Living in motel, hotels, trailer parks or campgrounds due to the lack of alternative adequate accommodations
- Living in emergency or transitional shelters
- Abandoned in hospitals
- Living in places that are not regular sleeping accommodations for people
- Living in cars, parks, public spaces, abandoned buildings, substandard housing, bus or train stations, or similar settings
- Unaccompanied Youth, youth who are not in the physical custody of their legal parent/guardian, are able to access services on their own.

As homeless education facilitators, we:
- Locate and enroll students in the HEART program
- Protect a student’s ""School of Origin"" – the school that a student last attended when permanently housed
- Coordinate transportation to student's ""school of origin""
- Communicate to each school regularly about HEART students currently enrolled in their building and contact teachers and/or school officials about developing issues
- Serve as a liaison between the school, parents, students and community agencies to meet the educational needs of students
- Accumulate statistics about the mobility of students experiencing homelessness
- Visit school buildings to support students, staff and parents with any issues/concerns
- Network with other community agencies and programs involved with homelessness to coordinate advocacy efforts and link community services
- Assist in obtaining educational documents and records
- Ensure that children and youth, including unaccompanied youth, enroll and have a full and equal opportunity to succeed in school",Call during regular business hours.,,,Must be a student who is homeless or outside of their school boundary for a limited time.,196,307,No listed language support,307,196
238,Access to Baby & Child Dentistry (ABCD),94,85,Active,"Spokane Regional Health District (SRHD) program staff help eligible kids access ABCD-certified dentists by providing case management and technical assistance.
If a child has Apple Health (Medicaid), he/she is eligible to receive the following through ABCD:

* Fluoride varnish applications
* Dental examinations
* Parent education sessions
* Restorative care as needed

Children who participate in the ABCD program are more likely to have their first dental visit before age 2 and receive care before oral health problems arise. They also have the opportunity to receive dental care from one of more than 100 ABCD-certified dentists in Spokane County.

The goal of ABCD is to reduce the extent of disparities in dental health for Spokane’s young children by decreasing dental disease rates with early access to preventative dental care. ABCD emphasizes early intervention, prevention, education and comprehensive care.",Appointment dependent.,,,Any child under age 6 who has Apple Health (Medicaid) benefits is eligible for the ABCD program.,197,308,No listed language support,308,197
160,Poverty Program,62,86,Active,"We are called by our Mission Statement to be aware of and live out Gospel values, especially in the way we respond to the poor and needy among us. The goal of the Poverty Program is to assist with help for food, utilities, and medical needs for those in emergency situations living in our parish boundary, and referring persons to other agencies when we can't help. Reaching out, touching, helping on a human level, will bring hope and relief, and a knowing that they are cared about. The Poverty Program at St. John's is totally supported by donations from people in the parish. For assistance, please call the parish office at (509)926-5428.","Tuesday, Wednesday and Thursday, 9 AM - 12 PM",,,This program serves individuals within the parish boundary.,198,309,No listed language support,309,198
161,Emergency & Transitional Housing,63,87,Active,"St. Margaret’s ensures that families coming from homelessness, incarceration or drug treatment or fleeing domestic violence have safe, warm and welcoming living spaces that provide dignity. We offer stabilization services that are driven by the families we serve and provide housing and vocational experts to assist families with resources and connections to community partners and programs. Our goal is to serve as a brief stop that helps families’ on their path toward moving in to their permanent, new home.",Call during regular business hours.,,,This program requires a referral from the Homeless Family Coordinated Assessment (or HFCA) program.,199,310,No listed language support,310,199
162,Family Support,63,87,Waitlist Only,"As St. Margaret’s families transition into their new homes and build stable lives, staff and volunteers provide resources that support them in that transition. These resources include an in-house food bank, The Pearl Boutique, on-site laundry facilities, one-on-one parenting support, Homework Club, healthy relationship coaching and an annual wellness program.  Aftercare support services are available to all St. Margaret’s families after discharging from our programs without time limits.",Call during regular business hours.,,,This program requires a referral from the Homeless Family Coordinated Assessment (or HFCA) program.,200,311,No listed language support,311,200
163,Stabilization Services & Community Partnerships,63,87,Active,"The work of St. Margaret’s extends beyond the shelter into partnerships with community organizations designed to help families transition and become stable in their new homes. These partnerships with other organizations help prevent families from falling into crisis and provide holistic transformation. These partnerships include the following programs:

The Homeless Student Stabilization Program partners with Spokane Public Schools and the Spokane Regional Health Department. This program places community health workers in schools to help prevent child trauma from homelessness and increase the chance that students will graduate high school.",Call during regular business hours.,,,This program requires a referral from the Homeless Family Coordinated Assessment (or HFCA) program.,201,312,No listed language support,312,201
164,Clothing Outlet (Downtown),64,88,Active,"TKC is a brick-and-mortar shop in Spokane, serving all of eastern WA and North ID. Every shopper, from babies to young adults is welcome to our free shop. Each child has to be referred by someone of authority: a social worker, school counselor, etc.

Children are allowed to shop once every six months.","1st & 3rd Saturdays of the month, 8 AM - 2 PM
2nd & 4th Wednesdays of the month, 4 PM - 7 PM",,,"Must be referred by someone of authority, a social worker, school counselor, case manager, etc.",202,313,No listed language support,313,202
165,Clothing Outlet (North),64,89,Active,"TKC is a brick-and-mortar shop in Spokane, serving all of eastern WA and North ID. Every shopper, from babies to young adults is welcome to our free shop. Each child has to be referred by someone of authority: a social worker, school counselor, etc.

Children are allowed to shop once every six months.","1st & 3rd Saturdays of the month, 8 AM - 2 PM
2nd & 4th Wednesdays of the month, 4 PM - 7 PM",,,"Must be referred by someone of authority, a social worker, school counselor, case manager, etc.",203,314,No listed language support,314,203
166,Assistive Technology Center,65,90,Active,"The ATC provides technology consultations and demonstrations of devices. If you reach out to the ATC for either of these options, you can expect:

• Technology Consultations – our ATC Coordinator will meet with you in-person or virtually to discuss what AT you may have tried already, what works or doesn’t work for you, what your goals are, and then will provide recommendations for what AT might work best for you.

• Technology Demonstrations/Training – the ATC is equipped with many different types of AT that may be beneficial for you to try. We want you to know what works best for you before you purchase anything on your own. We can also help you learn how to use the devices you already have.","• A pre-consultation questionnaire will be e-mailed to the client and they will send their responses back within a week.

• The coordinator will look over the responses and reply within four business days with several possible consultation dates and times.

• The ATC will set up a consultation in person or through video conferencing.

• If any training is needed, the ATC will provide it.

• The ATC uses a client-centered approach, but also welcomes family, friends, educators, etc.indicated by the client in addressing technology needs.",,,Must require assistance with specialized technology developed for disabled individuals. Or must be a disabled individual in need of assistance with learning how to use technology.,204,315,No listed language support,315,204
167,The Arc Thrift Store - North Spokane,65,91,Active,"Come on in for great deals on fantastic, thrifted finds and support The Arc’s services and programs for people with intellectual and developmental disabilities (IDD) and their families.","Monday-Saturday, 10 AM - 7 PM
Sundays, 10 AM - 6 PM",,,NONE,205,316,No listed language support,316,205
168,The Arc Thrift Store - Spokane Valley,65,92,Active,"Come on in for great deals on fantastic, thrifted finds and support The Arc’s services and programs for people with intellectual and developmental disabilities (IDD) and their families. ","Monday-Saturday, 10 AM - 7 PM
Sundays: 10 AM - 6 PM",,,NONE,206,317,No listed language support,317,206
169,The Community Center,65,90,Active,"Our community center is a fun, busy hub of activity with opportunities for adults to learn and grow. People with and without developmental disabilities are encouraged to build friendships in daily or weekly sessions through games, enrichment classes, and group outings around Spokane.

Unannounced drop-ins are no longer being accepted. Members must reserve their time 24 hours in advance by calling (509) 789-8791, M-F, 8:30 a.m.-3:30 p.m. All available slots will be filled first-come, first-served. Members can reserve time up to one week in advance.","Community Center attendance will be capped based on staffing levels, typically with 60 members per session. The morning session is 8:30 a.m.-noon, and the afternoon session is from noon-3:30 p.m.",,,Restrictive health policy due to many participants being immunocompromised in one way or another. Must also either call this number: (509)789-8791 or apply online for an appointment.,207,318,No listed language support,318,207
170,Business Support,66,93,Active,"We provide technical and financial support to local Black businesses to remove barriers to success and promote sustainability. We formed the Black Business & Professional Alliance, the Black Business Support Team and created an online Black Business Directory at blackspokane.com.",Call for an appointment,,,NONE,208,319,No listed language support,319,208
171,COVID-19 Services,66,93,Active,"We provided access to COVID-19 education, resources and testing. We also partnered with the Native Project, Terrain, the Spokane Minister's Fellowship and Freedom Project East to provide COVID-19 vaccination clinics.",Call for availability,,,NONE,209,320,No listed language support,320,209
172,Rental & Utility Assistance Program,66,93,Select Cases,"We partnered with the City of Spokane to provide rental assistance funding to African Americans and the BIPOC population in the greatest need.

Our Rental Assistance Application Portal is not open to the general public. 

We are accepting & reviewing applications on a case-by-case basis. A member of the rental assistance program team will contact you after your application has been submitted.",We are accepting & reviewing applications on a case-by-case basis. A member of the rental assistance program team will contact you after your application has been submitted.,,,NONE,210,321,No listed language support,321,210
173,Student Tech Fund,66,93,Active,We partnered with Comcast to provide technology and supplies to students who struggled with remote learning during the COVID-19 pandemic in order to prevent students of color from falling further behind.,Call for an appointment.,,,NONE,211,322,No listed language support,322,211
174,Free Books & Toys,67,94,Seasonal Closure,"Children in the home ages 17 and younger are eligible to receive one toy, and children ages 15 and younger will also receive an age-appropriate book.","Seasonal hours, check website.",,,"Please plan on bringing the items listed below when you arrive to the Fairgrounds:
For adults (18yrs and older):
Bring photo ID (for grocery voucher recipient), and proof of current address for each adult in the household. Examples of acceptable documentation: Bills; Rental Agreement?

For children (17yrs and younger):
Bring proof of name and date of birth, or age for each child. Examples of documentation for children: birth certificate; insurance card; letter from school, DSHS or day care; WA Apple Health Statement; WIC letter",212,323,No listed language support,323,212
175,Grocery Vouchers,67,94,Seasonal Closure,Each eligible household will receive a grocery voucher. Your valid photo ID must match the name on the voucher to redeem at participating grocery stores.​,"Seasonal hours, check website.",,,"Please plan on bringing the items listed below when you arrive to the Fairgrounds:
For adults (18yrs and older):
Bring photo ID (for grocery voucher recipient), and proof of current address for each adult in the household. Examples of acceptable documentation: Bills; Rental Agreement?

For children (17yrs and younger):
Bring proof of name and date of birth, or age for each child. Examples of documentation for children: birth certificate; insurance card; letter from school, DSHS or day care; WA Apple Health Statement; WIC letter",213,324,No listed language support,324,213
176,Clothing Outlet,68,95,Active,"Our clothing bank is open four days a week (Tues - Fri) during regular business hours (10:00 am to 2:30 pm). We provide a wide variety of clothing, shoes, coats, blankets and toiletries for men, women and teenagers. Each guest may use the clothing bank services one time per month as needed. Please come in at 10am OR 12:30pm, to ensure an appointment that day. Appointments are first come, first serve with walk-ins only.","Tuesdays / Wednesdays / Thurdays / Fridays, 10 AM - 2:30 PM",,,"Must provide proof of residency within these zipcodes: 99201, 99204, 99224.",214,325,No listed language support,325,214
177,The Alberta House,68,95,Active,"The Alberta House apartments are a safe place designed to help those in need. Located above The City Gate, we own and operate 28 low-cost studio apartments, mainly SRO's (Single Room Occupancy's) and two emergency shelter rooms. During the Grand Opening in 2000, The City Gate was blessed by various churches and individuals taking part in adopting an apartment where they furnished and decorated accordingly. The idea of having furnished apartments is to meet the need for those who rent from us but have nothing. The Alberta House provides clean and safe low-cost housing with a family atmosphere including a common area for watching TV and relaxing. For more questions and/or availability, please call (509) 456-5466.",Call during standard business hours.,,,Call for information.,215,326,No listed language support,326,215
178,The City Gate Food Bank,68,95,Active,"The City Gate food bank is one of Spokane's Second Harvest food distribution providers. We are able to serve our clients who live in the 99201 (south of the river), 99204 and parts of 99224 every 30 days with 35lbs of food for single dwellers. The food bank is a client choice food bank which allows clients to 'shop' for items they want/need rather than receiving a box of miscellaneous items.",Call during standard business hours.,,,"Must provide proof of residency within these zipcodes: 99201, 99204, 99224.",216,327,No listed language support,327,216
179,The Kitchen,68,95,Active,"We receive food donations from several local grocery stores such as Albertsons, Costco, Walmart, Yokes and Rosauers as well as Union Gospel Mission and various churches and individuals. The kitchen always serves pastries and coffee. Breakfast (8 am) and lunch (11:30) are provided Tue-Fri. We have an amazing cook and one staff member who oversee the kitchen and several regular volunteers who help keep our kitchen running. We thank God for providing them as they are such a blessing!","Tuesdays / Wednesdays / Thurdays / Fridays, 8 AM & 11:30 AM",,,Call for information.,217,328,No listed language support,328,217
180,Shelter Me Spokane,69,96,Active,Website that shows all available shelters in Spokane,Website application tool.,,,"If you or someone you know is a victim of domestic violence and need help, please contact the YWCA 24-Hour Helpline at 509.326.2255 or text 509.220.3725.",218,329,No listed language support,329,218
181,Free Community Drop-In Legal Clinics,70,93,Active,"1st, 3rd, and 4th Thursdays in October. First Come, First Served. Please pre-register by emailing us at: selfhelplegal@carlmaxeycenter.org. Doors open at 4:45 for Thursday clinics, last check in at 6:00 p.m.

We do not provide specific legal advice about your legal matter, but can help with general legal advice and information.  Our attorneys are volunteers and are available during our clinic times. We do not represent people in court.

PLEASE preview information about your case type at WashingtonLawHelp.org prior to attending a Clinic.

Free 30-minute consultation with an attorney or legal professional to ask questions.","1st, 3rd, & 4th Thursdays in October. 4:45 PM - 6 PM",,,NONE,219,330,No listed language support,330,219
182,Legal Self-Help Center,70,93,Active,Self-help center for legal matters.,Call for an appointment,,,NONE,220,331,No listed language support,331,220
183,Racial Justice Legal Clinics,70,93,Active,"2nd Wednesday of each month for Black, Indigenous, People of Color. Civil Rights and Discrimination in Housing, Employment, Services, governmental agencies, court services, law enforcement, language access. Civil Law including Family Law, Domestic Violence, Consumer, Credit, Evictions, Post Conviction Relief and all other areas excluding criminal law.

If you are not sure if you have a legal matter and want to ask an attorney what options you may have and if your issue is a legal matter, please contact us at selfhelplegal@carlmaxeycenter.org","2nd Wednesday of the month, 10 AM - 2 PM",,,NONE,221,332,No listed language support,332,221
241,Driver's Relicensing,97,97,Active,"We help our clients restore their driving privileges, by removing old court fines from collections and empowering our clients with resources to manage their finances and satisfy debts so they can support themselves and their families, and realize their dreams.",Contact to schedule an appointment. ([or use this link for online intake](https://docs.google.com/forms/d/e/1FAIpQLSdGNixCNrMgFnY2HtKfxLyXS1RbCKR6uYwx4Gg06V4gNJbJbg/viewform)),,,"* Defendant's criminal history (obtain a copy of your DCH from the clerk of court, located at the Public Safety Building, before your appointment)
* Proof of insurance (required at time of service)
* Driving Abstract (obtained through the DOL (cost $13.00))
* Valid State Issued ID (required at time of service)
* Payment Plan (once your fines are removed from collections, you will be responsible for making the monthly payment, which will be set by the Court after we file your motion)",222,333,No listed language support,333,222
242,Post-Conviction Relief,97,97,Active,"The consequences of a criminal conviction do not end when the sentence is served. You may be eligible to clear your record, restore your rights, and reduce the amount of LFO's (legal financial obligations) you owe.",Contact for an appointment. ([or use this link for online intake](https://docs.google.com/forms/d/e/1FAIpQLSdGNixCNrMgFnY2HtKfxLyXS1RbCKR6uYwx4Gg06V4gNJbJbg/viewform)),,,Must have criminal history.,223,334,No listed language support,334,223
224,EduCare,93,98,Active,"EduCare provides services seen in a typical preschool. You will find children coloring and learning their ABC’s during class. You will also find EduCare teachers that are qualified to help children recovering from the trauma of homelessness, or reconnecting with their moms. Teachers establish a positive partnership with parents to support the development, treatment and education of young children.

Part of that partnership includes parenting groups where moms meet with staff to learn healthy parenting strategies and skills, breaking the cycle of poverty and homelessness. This enables our EduCare kiddos to flourish with stability in the classroom and at home.

Licensed childcare on the TLC campus for infants, toddlers, and preschool children designed to meet the needs of formerly homeless children. EduCare provides a developmentally supportive environment, robust nutritional program, and trauma informed emotional support for this specific population of children.",Apply Online,,,Unlisted,224,335,No listed language support,335,224
225,Home Yard Cottages,93,98,Active,"The Home Yard Cottages **provides affordable, permanent supportive housing units for families and individuals in 24 cottages.** Residents receive supportive services to help them maintain stability and meet goals. PSH is the term that Housing and Urban Development (HUD) uses to describe housing provided to persons who have a disability, are low-income and have been homeless",Call for appointment.,,,Unlisted,225,336,No listed language support,336,225
226,Miryam's House,93,98,Active,"Transitional housing is available through **Miryam’s House**, where nine women experiencing homelessness are encouraged down the path to recovery and stability through case management and life-skills education. Life at Miryam’s House includes wrap-around supportive services, one-on-one case management, life-skills education, and continuing support for residents through an Alumnae Program. Women eligible for housing are homeless. 
**To be referred to the program, a woman must complete the Singles Homeless Coordinated Assessment (SHCA) by calling SNAP at [(509) 456-7627] (tel:15094567627) **The Coordinated Assessment is based on need and prioritizes women fleeing domestic violence and those exiting a substance abuse or psychiatric treatment program. The SHCA may also refer you to other programs. The assessment does not guarantee placement at Miryam’s House; there is a significant wait for housing, but there is not a waiting list, as prioritization for housing is based on need.",Call for an appointment.,,,Must complete the Singles Homeless Coordinated Assessment (SHCA) by calling SNAP at (509) 456-7627,226,337,No listed language support,337,226
227,New Leaf Café,93,98,Active,"**New Leaf Café** is a barista training program located at our two full-service café locations. You will gain full espresso knowledge, retail sales skills, and food industry experience.

Our focus on training low-income individuals ensures that more people are able to gain employment and to achieve stability and self-sufficiency for themselves and their families.

As a program of Transitions, New Leaf is also uniquely positioned to help families with the other primary obstacles to achieving and maintaining economic stability, including affordable childcare and housing support.","Depends on location:

* 906 W Main St. (First floor of the Spokane Central Library)
    * Phone Number: **(509) 290-8623**
    * Mondays - Thursdays, 9 AM - 3 PM
    * Fridays, 10 AM - 3 PM
* 930 N Monroe St. (First floor of the YWCA)
    * Phone Number: **(509) 425-6443**
    * Mondays - Fridays, 7 AM - 1 PM",,,Must be enrolled in ICM with Transitions.,227,338,No listed language support,338,227
228,Transitional Living Center (TLC),93,98,Active,"TLC provides transitional housing with supportive services for women and children experiencing homelessness in 15 apartments and one permanent housing unit. TLC is dedicated to helping women with children experiencing homelessness create stability in their lives; participating families may live for up to twenty-four months in one-, two- and three-bedroom apartments.

TLC Provides:

* Case Management designed to create stability
* 15 units for families: 1, 2, 3 bedroom apartments
* Life Skills Training
* On-site Computer/Technology Center
* On-site Child Care at [EduCare](https://help4women.org/educare/)
* Family Focused Program-Parenting Support
* Supportive Community Environment","To be referred to the program, a woman must complete an assessment through the Homeless Family Coordinated Assessment (HFCA) by calling Catholic Charities at [(509) 325-5005.](tel:15093255005)",,,"In order to qualify for services, a family must be homeless, which means living on the streets, in a car, in a shelter, in other transitional housing, having a current eviction notice, or fleeing domestic violence. Each family must be motivated to create change in their life and willing to make a commitment towards addressing the issues that resulted in their homelessness. TLC works with the family as a whole and provides a safe environment in which the family may heal, grow and stabilize.",228,339,No listed language support,339,228
229,Women's Hearth,93,98,Active,"**Women’s Hearth** is a drop-in day center in downtown Spokane–a safe space for women who have experienced poverty, trauma and/or homelessness to find a “hearth” of welcome, respect, and community. Women’s Hearth provides activities, classes, social service referrals and housing-search case management in a compassionate and supportive environment 5 days a week. Participants also have access to phones, computers, internet, healthy food, hygiene supplies, and showers.

The Hearth is a safe, welcoming community that promotes growth and well-being in body, mind, and spirit for women of diverse backgrounds. It fosters nurturing relationships, encourages self-determination, and advocates for change in systems that oppress women.","Mondays, 9 AM - 1:30 PM
Wednesdays, 11 AM - 3:30 PM
Tuesdays, Thursdays, Fridays, 9 AM - 3:30 PM",,,Unlisted,229,340,No listed language support,340,229
184,Connection Point,72,99,Active,Connecting refugees with resources and organizations according to their need and connecting willing sponsors with willing refugees for U4U program.,"Monday/Wednesday/Friday, 10 AM - 5 PM",,,NONE,230,341,No listed language support,341,230
185,Household Goods & Hygiene Products,72,99,Active,"Free clothing, toys, shoes, hygiene products, furniture, mattress and more","Monday/Wednesday/Friday, 10 AM - 5 PM",,,NONE,231,342,No listed language support,342,231
186,Housing Assistance,72,99,Active,Housing assistance (website does not include more details),"Monday/Wednesday/Friday, 10 AM - 5 PM",,,NONE,232,343,No listed language support,343,232
187,Job Connections,72,99,Active,Connecting employers to employees who have received their work authorization.,"Monday/Wednesday/Friday, 10 AM - 5 PM",,,NONE,233,344,No listed language support,344,233
188,Legal Services,72,99,Active,"Notary Service (suggested donation $10), and translation of paperwork and Interpreting of documents.","Monday/Wednesday/Friday, 10 AM - 5 PM",,,NONE,234,345,No listed language support,345,234
189,Moving Assistance,72,99,Active,Ukrainian Closet owns a box truck that partially exists for the purpose of helping refugees move from home to home.,"Monday/Wednesday/Friday, 10 AM - 5 PM",,,NONE,235,346,No listed language support,346,235
190,Men's Shelter,73,100,Active,"Public meals served daily (Lunch 12:00, Dinner 6:00)
Residents must be able to pass a breathalyzer upon intake and UA/BA's throughout their stay.
Open 7:00 a.m. - 10:00 p.m. (+ 24-hour emergency intake)
No pets allowed, except licensed service and therapy animals.
Call ahead for medical clinic hours.","Daily, 7 AM - 10 PM, (+24hr Emergency Intake)",,,Residents must be able to pass a breathalyzer upon intake and UA/BA's throughout their stay.,236,347,No listed language support,347,236
191,Soup Kitchen,73,100,Active,Lunches are served at 12:00pm and dinners are served at 6:00pm.,"Daily, 12 PM & 6 PM",,,"Must provide Social Security Number and be willing to have your picture taken for ID. You may attend up to three dinners with no obligation, but after that you will be asked to attend Chapel once before partaking in more dinners. You may attend any number of lunches, but if you are a man they will ask you to help out with a half-hour chore at the Men's Shelter for each five lunches.",237,348,No listed language support,348,237
192,Women & Children's Shelter,73,101,Active,"Residents must be able to pass a breathalyzer upon intake and UA/BA's throughout their stay.
Open 6:00 a.m. - 9:00 p.m. (+ 24-hour emergency intake)
No pets allowed, except licensed service and therapy animals.","Daily, 6 AM - 9 PM, (+24hr Emergency Intake)",,,Residents must be able to pass a breathalyzer upon intake and UA/BA's throughout their stay.,238,349,No listed language support,349,238
193,Diaper & Formula Assistance,74,57,Active,"Diapers, and depending on what has been donated, we may have formula, baby food, toys, books, clothing, and other miscellaneous items available for families. Diapers are given out for children up until their 4th birthday (unless a doctor’s note is provided in special cases). Formula (based on availability) is given out for babies up until their 1st birthday.","Parents can to come into Vanessa Behan to get diapers and formula for their children, free of charge every 30 days.

Diaper and formula assistance is offered in the business office from Monday-Friday 8:30 am – 4:30 pm (excluding posted holidays).",,,"Parents picking up diapers and/or formula for the first time need to provide:
- Picture ID for themselves (required every visit)
- Documentation with the name and birthdate of the child on it.

Acceptable forms of documentation for child:
- Passport
- Birth Certificate (Certified or Hospital Issued)
- Immunization (Shot) Record
- Molina Card

NON Acceptable forms of documentation for child:
- Provider One Card
- Social Security Card
- WIC Folder (unless name and DOB are included)

After the first visit:
Parents only need to bring their ID every visit once they have provided the child’s name/birthdate documentation on the first visit. Diapers and formula will not be given to a parent who does not have some form of ID.",239,350,No listed language support,350,239
194,Parenting Classes,74,57,Active,"Vanessa Behan offers a series of 8-week parenting classes at various times during the year.
Call 509.598.7490 to find out when our next class is available and to sign up!

Circle of Security teaches parents a simple model for a secure, emotionally regulated relationship between parents and their children.  Through short video instruction and discussion, parents explore the foundations of secure attachment, where they might struggle with supporting healthy relationship, and how to reflect on and change those struggles.  Participants will attend 10.5 hours of instruction and receive a certificate of completion.
Free on-site childcare during class.","Call for current class times.
April 10 - May 22, 2024: Wednesdays, 6 PM - 7:30 PM",,,MUST pre-register. Registration can be done via phone call (509-598-7490).,240,351,No listed language support,351,240
195,"Stay, Play & Learn",74,57,Active,"Vanessa Behan offers times when parents can bring their children to enjoy our beautiful Stay, Play & Learn space together. Come and engage with your child in a safe environment and meet other parents while you enjoy activities directed by our experienced staff.

Playgroup every Tuesday & Wednesday (see calendar for details)","Weekdays, 9 AM - 12:30 PM
Tuesdays, Wednesdays & Thursdays, 9 AM - 12:30 PM & 1 PM - 4 PM",,,NONE,241,352,No listed language support,352,241
